title,sha1,url,UploadCommons,CommonsLink
Datei:0112-19930718-4.jpg,b90f75e6f98239b676fa83e747416f4038fa6797,https://www.fuerthwiki.de/wiki/index.php/Datei:0112-19930718-4.jpg,False,
Datei:01 1928 Briefbogen.jpeg,d33d12fb6f2474773a6d7ccb4dbe9edd17059a66,https://www.fuerthwiki.de/wiki/index.php/Datei:01_1928_Briefbogen.jpeg,,
Datei:01 1929 A Nbg u. Umgebung.jpeg,196185cdd9bd2c0b2fa8ba00684d3e700f324025,https://www.fuerthwiki.de/wiki/index.php/Datei:01_1929_A_Nbg_u._Umgebung.jpeg,,
Datei:01 1929 A Werbeanzeige.jpeg,a4acd5a9bbc73b6c905ef130a921f1c805267a74,https://www.fuerthwiki.de/wiki/index.php/Datei:01_1929_A_Werbeanzeige.jpeg,,
Datei:01 1929 Z Führer Nordbayer. Zeitung.jpeg,c3872e43289d471d3513a75db806ce1fa1b93fed,https://www.fuerthwiki.de/wiki/index.php/Datei:01_1929_Z_Führer_Nordbayer._Zeitung.jpeg,,
Datei:01 1933 Werbung Nationale Propaganda.jpeg,96c7b61ce129abd7d8e17f2d37bb848749ccc96c,https://www.fuerthwiki.de/wiki/index.php/Datei:01_1933_Werbung_Nationale_Propaganda.jpeg,,
Datei:01 NL-FW Hautsch Dt Turnermeisterschaft Jugend 1935.jpg,dc9b026a269f31220ff3b6ff65a6b39cef88724e,https://www.fuerthwiki.de/wiki/index.php/Datei:01_NL-FW_Hautsch_Dt_Turnermeisterschaft_Jugend_1935.jpg,,
Datei:01 Veranstaltung 600 Jahre Ronhof 2.png,0034a344fc7c7bbf1fdfb874aafadb95a74140ef,https://www.fuerthwiki.de/wiki/index.php/Datei:01_Veranstaltung_600_Jahre_Ronhof_2.png,False,
Datei:0206-19930102-2.jpg,07b5806db792773fa8edac8c77010235abb260cf,https://www.fuerthwiki.de/wiki/index.php/Datei:0206-19930102-2.jpg,False,
Datei:0206-19930102.jpg,b73e42743c62316b253339ff6985c3a08bab70f6,https://www.fuerthwiki.de/wiki/index.php/Datei:0206-19930102.jpg,False,
Datei:026 Ronhof0010 1.png,8ac7b97d99c656b0ca44ca82616461e7d1bde455,https://www.fuerthwiki.de/wiki/index.php/Datei:026_Ronhof0010_1.png,False,
Datei:028 Ronhof0010 2.png,64d9f9a859bed36ce1a0ee44634bc1943dd7ed55,https://www.fuerthwiki.de/wiki/index.php/Datei:028_Ronhof0010_2.png,False,
Datei:02 600 Jahre Ronhof Vorsitzender des Vorstadtvereins Hans Moreth.png,c1eb2e49f3ab9da4cc5164df0b526cad63f8045d,https://www.fuerthwiki.de/wiki/index.php/Datei:02_600_Jahre_Ronhof_Vorsitzender_des_Vorstadtvereins_Hans_Moreth.png,False,
Datei:02 NL-FW Hautsch 1983 Schießstand.jpg,b73077599b9893d406539b87c2d48cdc95e77d20,https://www.fuerthwiki.de/wiki/index.php/Datei:02_NL-FW_Hautsch_1983_Schießstand.jpg,,
Datei:02a 600 Jahre Ronhof Posaunenchor.png,337834cec05f18e109431dab01185735f8143996,https://www.fuerthwiki.de/wiki/index.php/Datei:02a_600_Jahre_Ronhof_Posaunenchor.png,False,
Datei:02b 600 Jahre Ronhof Kinderballett der Pestalozzischule.png,ce0ce4639722b9d42d82d346a9c2d18d18d1ec05,https://www.fuerthwiki.de/wiki/index.php/Datei:02b_600_Jahre_Ronhof_Kinderballett_der_Pestalozzischule.png,False,
Datei:02c Ronhof0036.png,8b91f5cf96bcd4d1846c835593c33066f9572642,https://www.fuerthwiki.de/wiki/index.php/Datei:02c_Ronhof0036.png,,
Datei:03.05.1937-Reichelsdorfer Keller.jpeg,38bc572afa3af343fe07ce4807ffbe500969ec22,https://www.fuerthwiki.de/wiki/index.php/Datei:03.05.1937-Reichelsdorfer_Keller.jpeg,,
Datei:0301-19861207-3.jpg,05f9bc9b5e2e15ba040c353f8012559d177d777b,https://www.fuerthwiki.de/wiki/index.php/Datei:0301-19861207-3.jpg,False,
Datei:0301-19921228-6.jpg,f3cb4f73f090711416c99deef0c9bf6e80ce39c7,https://www.fuerthwiki.de/wiki/index.php/Datei:0301-19921228-6.jpg,False,
Datei:0302-19860927.jpg,99156d4086ead29eaec534f8695a4d016bb3cb11,https://www.fuerthwiki.de/wiki/index.php/Datei:0302-19860927.jpg,False,
Datei:0303-19860927.jpg,f85cb234c3e5a6e3a15604d6c71fb2604901404f,https://www.fuerthwiki.de/wiki/index.php/Datei:0303-19860927.jpg,False,
Datei:0303-19921107.jpg,46a736957b375e0a4338ce5975ab59c34ad00a45,https://www.fuerthwiki.de/wiki/index.php/Datei:0303-19921107.jpg,False,
Datei:0304-19860927.jpg,f1072f4baa96d4fd538cf72a46a73ab29d6990c4,https://www.fuerthwiki.de/wiki/index.php/Datei:0304-19860927.jpg,False,
Datei:0304-19920729.jpg,0e8be74d56598fccf2fceb8665a459e2c1834025,https://www.fuerthwiki.de/wiki/index.php/Datei:0304-19920729.jpg,False,
Datei:0304-19921107.jpg,96354ff558c2f4f13e1c3a3ab2587a3235ef1b06,https://www.fuerthwiki.de/wiki/index.php/Datei:0304-19921107.jpg,False,
Datei:0305-19860927.jpg,835854cfca37188666544e927b8df0039cdca3f4,https://www.fuerthwiki.de/wiki/index.php/Datei:0305-19860927.jpg,False,
Datei:0305-19931204.jpg,10ddab0f898c4801e57a3bba1681729f914541c1,https://www.fuerthwiki.de/wiki/index.php/Datei:0305-19931204.jpg,False,
Datei:0306-19931204-2.jpg,af94f8a5b1ec4929a78049fcf9b0c310feaea48a,https://www.fuerthwiki.de/wiki/index.php/Datei:0306-19931204-2.jpg,False,
Datei:0306-19931204.jpg,69471108302e7b86b51d9aee29336b4d4618c619,https://www.fuerthwiki.de/wiki/index.php/Datei:0306-19931204.jpg,False,
Datei:0307-19931204-1.jpg,a392d36db5fbce563cb03870f6dd02aa8a27c2fd,https://www.fuerthwiki.de/wiki/index.php/Datei:0307-19931204-1.jpg,False,
Datei:030902 Amtsblatt Stadt Fürth.jpg,32efd26dcf162f499d8ad1fafc017a5af804f74d,https://www.fuerthwiki.de/wiki/index.php/Datei:030902_Amtsblatt_Stadt_Fürth.jpg,,
Datei:030 Ronhof0016 1.png,631edd197573221ab9cb690dee232c52fb4c9430,https://www.fuerthwiki.de/wiki/index.php/Datei:030_Ronhof0016_1.png,False,
Datei:032 Ronhof0016 2.png,d66bfe81e48b009d1c269c5a3ca4d2716549a05a,https://www.fuerthwiki.de/wiki/index.php/Datei:032_Ronhof0016_2.png,False,
Datei:034 Ronhof0011 1.png,5b72f41735525e381c670a047b555fbc2fb7ac71,https://www.fuerthwiki.de/wiki/index.php/Datei:034_Ronhof0011_1.png,False,
Datei:0354-1920w.jpeg,d315d33cc57c7a702b46e1ccb50cf1c611438735,https://www.fuerthwiki.de/wiki/index.php/Datei:0354-1920w.jpeg,,
Datei:036 2017 000 Flyer A6 010RZ lowres.jpg,14a95b2dccdcab39787202651f112ec6e2e2c7a1,https://www.fuerthwiki.de/wiki/index.php/Datei:036_2017_000_Flyer_A6_010RZ_lowres.jpg,,
Datei:03 Ausstellung 600 Jahre Ronhof Tafel1.png,72529b2384ed7530ca4c7af32e41ef7cd1ba338a,https://www.fuerthwiki.de/wiki/index.php/Datei:03_Ausstellung_600_Jahre_Ronhof_Tafel1.png,False,
Datei:03 Maja-Bogaczewicz - Künstlerin.jpg,689d3b0a9d9edde047a2e5ad17e31f88a87a04d6,https://www.fuerthwiki.de/wiki/index.php/Datei:03_Maja-Bogaczewicz_-_Künstlerin.jpg,,
Datei:03 NL-FW Hautsch Dollinger Mai 1983.jpg,44bd1a9a1a515b073b7b25d66381fa1c10f094a5,https://www.fuerthwiki.de/wiki/index.php/Datei:03_NL-FW_Hautsch_Dollinger_Mai_1983.jpg,,
Datei:0403-19920720-2.jpg,19bc77d3457c34af18420fe46e1866771320b09b,https://www.fuerthwiki.de/wiki/index.php/Datei:0403-19920720-2.jpg,False,
Datei:0403-19920720.jpg,891d8ac13bb9963a2e5f3f14898a8603661f4487,https://www.fuerthwiki.de/wiki/index.php/Datei:0403-19920720.jpg,False,
Datei:0404-19920720-1.jpg,5d11312b550b3165711639df4e102252902cca7a,https://www.fuerthwiki.de/wiki/index.php/Datei:0404-19920720-1.jpg,False,
Datei:0404-19920720.jpg,9ec21e12cffeb5eb9851f8d44e6336a2da1ed026,https://www.fuerthwiki.de/wiki/index.php/Datei:0404-19920720.jpg,False,
Datei:041204 DNS U Bahn Klinikum 1.jpg,1ef5229b46eeb5594ad9f5166d63cce3b7732991,https://www.fuerthwiki.de/wiki/index.php/Datei:041204_DNS_U_Bahn_Klinikum_1.jpg,,
Datei:041204 Einweihung U Bahn Klinikum.jpg,e7bb3e8a6f9dc783c91fdfd4b73ae3f56eeab877,https://www.fuerthwiki.de/wiki/index.php/Datei:041204_Einweihung_U_Bahn_Klinikum.jpg,,
Datei:0416-19860927-1-jeb.jpg,5cea646795bba0693f5b6323e63b8e24c67c4865,https://www.fuerthwiki.de/wiki/index.php/Datei:0416-19860927-1-jeb.jpg,False,
Datei:0418-19920118-2-jeb.jpg,f2af4c1230cfcb9896684d6a159fe7979509ea67,https://www.fuerthwiki.de/wiki/index.php/Datei:0418-19920118-2-jeb.jpg,False,
Datei:0418-19920118-jeb.jpg,8b97fc21e64ca9804b8c614d17beb1a464e8029e,https://www.fuerthwiki.de/wiki/index.php/Datei:0418-19920118-jeb.jpg,False,
Datei:0443-1920w.jpeg,8a280bad47a32811a934e3290d2ba993d22cc5a9,https://www.fuerthwiki.de/wiki/index.php/Datei:0443-1920w.jpeg,,
Datei:0449-5c945b23-1920w.jpeg,064f274ffd86f6574e3ee7b7618a1490948d8a1f,https://www.fuerthwiki.de/wiki/index.php/Datei:0449-5c945b23-1920w.jpeg,,
Datei:0477-1920w.jpeg,1bbb6e7c053408d80ba0767588c6eabf1aa06ca1,https://www.fuerthwiki.de/wiki/index.php/Datei:0477-1920w.jpeg,,
Datei:0480-1920w.jpeg,1e18cfb0a21be5ccc4953ed7f3da0ea1301fc2af,https://www.fuerthwiki.de/wiki/index.php/Datei:0480-1920w.jpeg,,
Datei:0487-1920w.jpeg,71f547f8c73ab33d1465152f04317936f96e7cc5,https://www.fuerthwiki.de/wiki/index.php/Datei:0487-1920w.jpeg,,
Datei:0491-1920w.jpeg,edfdf1e339c0afc128d84823b7c8107a7a468465,https://www.fuerthwiki.de/wiki/index.php/Datei:0491-1920w.jpeg,,
Datei:0499-1920w.jpeg,54d9c70d07938de26fe64bc3fc82c6daa9721b9a,https://www.fuerthwiki.de/wiki/index.php/Datei:0499-1920w.jpeg,,
Datei:04Ronhof0005 2.png,d4088cf28b74a5dc6d85ceb6dce265176212a03e,https://www.fuerthwiki.de/wiki/index.php/Datei:04Ronhof0005_2.png,,
Datei:04 Fritz Weise.jpg,9c6fa496541d639eb7ec4de97647de74a3ece7c2,https://www.fuerthwiki.de/wiki/index.php/Datei:04_Fritz_Weise.jpg,False,
Datei:04 NL-FW Hautsch 1941.jpg,084d67a6d9aa67f0d6f435903b72061ad5939828,https://www.fuerthwiki.de/wiki/index.php/Datei:04_NL-FW_Hautsch_1941.jpg,,
Datei:04 Ronhof0005 2.png,d4088cf28b74a5dc6d85ceb6dce265176212a03e,https://www.fuerthwiki.de/wiki/index.php/Datei:04_Ronhof0005_2.png,False,
Datei:05-03-19 Wasserbündnis 1. Aktionstag 01.jpg,ce778801ad0449749754d8aa33ec9dece1dadbb4,https://www.fuerthwiki.de/wiki/index.php/Datei:05-03-19_Wasserbündnis_1._Aktionstag_01.jpg,,
Datei:05-03-19 Wasserbündnis 1. Aktionstag 02.jpg,e22a39d8ab4d25a0b0a18ae7ba25dbc3a5651964,https://www.fuerthwiki.de/wiki/index.php/Datei:05-03-19_Wasserbündnis_1._Aktionstag_02.jpg,,
Datei:05-03-19 Wasserbündnis 1. Aktionstag 03.jpg,dbe279a10d1e8af6f53dbbd0fd1dc15672bc2296,https://www.fuerthwiki.de/wiki/index.php/Datei:05-03-19_Wasserbündnis_1._Aktionstag_03.jpg,,
Datei:05-03-19 Wasserbündnis 1. Aktionstag 04.jpg,1bd2b1e2360f3d59f710b67b7ec5eb18d3fadbb2,https://www.fuerthwiki.de/wiki/index.php/Datei:05-03-19_Wasserbündnis_1._Aktionstag_04.jpg,,
Datei:05-03-19 Wasserbündnis 1. Aktionstag 05.jpg,64bec1ad89afe6799859df1d33f63cea897002f3,https://www.fuerthwiki.de/wiki/index.php/Datei:05-03-19_Wasserbündnis_1._Aktionstag_05.jpg,,
Datei:05-09-25 Wasserbündnis 2. Aktionstag 01.jpg,1e250a6e53d1f389d7069179e7aa46feddd0149b,https://www.fuerthwiki.de/wiki/index.php/Datei:05-09-25_Wasserbündnis_2._Aktionstag_01.jpg,,
Datei:05-09-25 Wasserbündnis 2. Aktionstag 02.jpg,da5e3960620a4a0e6a85212c257675cf98489218,https://www.fuerthwiki.de/wiki/index.php/Datei:05-09-25_Wasserbündnis_2._Aktionstag_02.jpg,,
Datei:05-09-25 Wasserbündnis 2. Aktionstag 03.jpg,03cc87ee9793f65d6d1d68bd0e09e1cd38c4ba2b,https://www.fuerthwiki.de/wiki/index.php/Datei:05-09-25_Wasserbündnis_2._Aktionstag_03.jpg,,
Datei:05-09-25 Wasserbündnis 2. Aktionstag 04.jpg,d738fd69a58eb8942b0b1db67d3d24509ea8d06f,https://www.fuerthwiki.de/wiki/index.php/Datei:05-09-25_Wasserbündnis_2._Aktionstag_04.jpg,,
Datei:05-09-25 Wasserbündnis 2. Aktionstag 05.jpg,5671f95c398aacc064d8053bf8cfa5fef7d06e73,https://www.fuerthwiki.de/wiki/index.php/Datei:05-09-25_Wasserbündnis_2._Aktionstag_05.jpg,,
Datei:05-09-25 Wasserbündnis 2. Aktionstag 06.JPG,291a0bee2b9c7ffd64a4569d69036288934c6f49,https://www.fuerthwiki.de/wiki/index.php/Datei:05-09-25_Wasserbündnis_2._Aktionstag_06.JPG,,
Datei:05-09-25 Wasserbündnis 2. Aktionstag 07.jpg,51ca4ccec5d9ae147eda2031d5f26d4630045678,https://www.fuerthwiki.de/wiki/index.php/Datei:05-09-25_Wasserbündnis_2._Aktionstag_07.jpg,,
Datei:05-09-25 Wasserbündnis 2. Aktionstag 08.jpg,5cb947204b71ca908f82f096e41777badbd2b17e,https://www.fuerthwiki.de/wiki/index.php/Datei:05-09-25_Wasserbündnis_2._Aktionstag_08.jpg,,
Datei:05-09-25 Wasserbündnis 2. Aktionstag 09.jpg,44088fec93048b2d7d67b504b9b6e69329eeace8,https://www.fuerthwiki.de/wiki/index.php/Datei:05-09-25_Wasserbündnis_2._Aktionstag_09.jpg,,
Datei:05 NL-FW Hautsch 1945.jpg,4d9945bb666fac3a8a92112d9faa3c733fb5a5a5,https://www.fuerthwiki.de/wiki/index.php/Datei:05_NL-FW_Hautsch_1945.jpg,,
Datei:05 Ronhof0006 1.png,81b5b178328da95b869fc6b2a3a523dc11288719,https://www.fuerthwiki.de/wiki/index.php/Datei:05_Ronhof0006_1.png,False,
Datei:06-03-18 Wasserbündnis Plakatekleben 01.jpg,feff488dd19996308ff11dd190c086f88de8c871,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-18_Wasserbündnis_Plakatekleben_01.jpg,,
Datei:06-03-18 Wasserbündnis Plakatekleben 02.jpg,45c1862de4e22477fc682ba101d95fa330f8d034,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-18_Wasserbündnis_Plakatekleben_02.jpg,,
Datei:06-03-18 Wasserbündnis Plakatekleben 03 - Ausruhen.jpg,e447f4c7edd00b0fe10ba09d37e04e3be47d0a55,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-18_Wasserbündnis_Plakatekleben_03_-_Ausruhen.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 01.jpg,c2bdd63c3a3f950c727be27e25a6a955c0d9269d,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_01.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 02.jpg,e87a2e965bec40a5b1c9c0cca19ec503bf1494d6,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_02.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 03.jpg,3464a0cb1c62add52d323cba116c4141e166c003,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_03.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 04.jpg,45969da7b834885e6e510c29d3e64b20a9490536,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_04.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 05.jpg,e31410bdf1a41086cab5c2f9c13107e3b7f75530,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_05.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 06.jpg,ef894e6cd2a6730864344d34d57ba6499773a7c3,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_06.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 07.jpg,d6f45a9a1ebe8caf7c69f940bb02ad15b8b530b9,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_07.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 08.jpg,ba52fa955bf07192b840e76d33f617dae4cc31f7,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_08.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 09.jpg,c05eb2f9245ed208aac67e1697569337f7ea1a73,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_09.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 10.jpg,17bf9e9a6ed4388de25905e298c85514a261ccad,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_10.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 11.jpg,b2a8912f4917ff16f1b81a548bc5f569313f5582,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_11.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 12.jpg,eb8a3bf42cfd13381d21d2ef932f46f083235bff,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_12.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 13.jpg,13220a1b4de85727365d092b9489fd6ca7ec7fdc,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_13.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 14.jpg,0c5b84d6e19ca52b5cd93a3f081dad88ef6039a6,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_14.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 15.jpg,661195b8bd01f8ed32441ee3ec0c12e35ce67695,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_15.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 16.jpg,49a48aeea75cc7495152f28c66a9690b8137f8ea,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_16.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 17.jpg,fbf08e3bbe47b4cdc6cdaf48c86aec34d0b43b0e,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_17.jpg,,
Datei:06-03-25 Wasserbündnis Bürgerbegehren 18.jpg,883130cd8fde704a41b09e0b8a74ab1a6cc6f8b1,https://www.fuerthwiki.de/wiki/index.php/Datei:06-03-25_Wasserbündnis_Bürgerbegehren_18.jpg,,
Datei:06-04-08 Wasserbündnis Rathaus 10000 Stimmen 01.jpg,da6bb9284cf6d29bbb40de433def15a5699fc028,https://www.fuerthwiki.de/wiki/index.php/Datei:06-04-08_Wasserbündnis_Rathaus_10000_Stimmen_01.jpg,,
Datei:06-04-08 Wasserbündnis Rathaus 10000 Stimmen 02.jpg,7848d79ceb606efee9aca25b6f7e5285e079c7f9,https://www.fuerthwiki.de/wiki/index.php/Datei:06-04-08_Wasserbündnis_Rathaus_10000_Stimmen_02.jpg,,
Datei:06-05-01 Wasserbündnis 1. Mai 01.jpg,3e5bbd3ddcc9842fbf36ef1354cb58368512b2c5,https://www.fuerthwiki.de/wiki/index.php/Datei:06-05-01_Wasserbündnis_1._Mai_01.jpg,,
Datei:06-05-01 Wasserbündnis 1. Mai 02.jpg,9783a1f12817e257e808b3d600ab69cf680287c5,https://www.fuerthwiki.de/wiki/index.php/Datei:06-05-01_Wasserbündnis_1._Mai_02.jpg,,
Datei:06-05-01 Wasserbündnis 1. Mai 03.jpg,16a9f04ea51cc19d606e0d2f38629b4175769da2,https://www.fuerthwiki.de/wiki/index.php/Datei:06-05-01_Wasserbündnis_1._Mai_03.jpg,,
Datei:060 Ronhof0023.png,70c9ebd2abd548476534af074467b6a207f1d8d9,https://www.fuerthwiki.de/wiki/index.php/Datei:060_Ronhof0023.png,False,
Datei:06 NL-FW Hautsch 9 Mai 1945.jpg,4dadf1196cbde4c23595643f713f6ed7f585a94b,https://www.fuerthwiki.de/wiki/index.php/Datei:06_NL-FW_Hautsch_9_Mai_1945.jpg,False,
Datei:06 Ronhof0008 2.png,42042535b662311d84c3c44cc477ad6567414a7c,https://www.fuerthwiki.de/wiki/index.php/Datei:06_Ronhof0008_2.png,,
Datei:07 NL-FW Hautsch Dt Turner 1930.jpg,fd83647ada55b9d781ef6a68acad97e6fc4cebd7,https://www.fuerthwiki.de/wiki/index.php/Datei:07_NL-FW_Hautsch_Dt_Turner_1930.jpg,,
Datei:07 Ronhof0008 1.png,834399ca0a3a6cd3a16c28c90cddb1820381c622,https://www.fuerthwiki.de/wiki/index.php/Datei:07_Ronhof0008_1.png,False,
Datei:08.09-gltf-Model-von-Revit.glb,aa153d187ce5df431c5177a79c76032e94b2e03f,https://www.fuerthwiki.de/wiki/index.php/Datei:08.09-gltf-Model-von-Revit.glb,False,
Datei:08.JPG,e56878f3ce61ce5fb2e95056ecc6422b435450b0,https://www.fuerthwiki.de/wiki/index.php/Datei:08.JPG,,
Datei:080-Grundigfernseher.jpg,3678610a403c75d1f6400e39fcba49415bcd9d74,https://www.fuerthwiki.de/wiki/index.php/Datei:080-Grundigfernseher.jpg,,
Datei:08 NL-FW Hautsch Dt Turner 1925.jpg,b447291b9ee51621c5f3aca46df384d1dd5094a7,https://www.fuerthwiki.de/wiki/index.php/Datei:08_NL-FW_Hautsch_Dt_Turner_1925.jpg,False,
Datei:08 Ronhof.png,aa18ffd30802ecad50719b5ec8b9bac2d2aaebbc,https://www.fuerthwiki.de/wiki/index.php/Datei:08_Ronhof.png,False,
Datei:09 NL-FW Hautsch Dt Turner 1920.jpg,14caf46191ee13bf1fc97c485fbcf7bc558828df,https://www.fuerthwiki.de/wiki/index.php/Datei:09_NL-FW_Hautsch_Dt_Turner_1920.jpg,,
Datei:09 Ronhof0004.png,a9dba138fe15933d8afcef370664faad38b5bc5b,https://www.fuerthwiki.de/wiki/index.php/Datei:09_Ronhof0004.png,False,
Datei:0 Bi 320 Centgräf.jpg,0999e894272b435c99088e27a289f79f429461d5,https://www.fuerthwiki.de/wiki/index.php/Datei:0_Bi_320_Centgräf.jpg,,
Datei:0 Entbindungsanzeige Bing Fürther Tagblatt 29. Juni 1871.jpg,fbbaee3d51f6a1d552fbfe2050386d71effd2938,https://www.fuerthwiki.de/wiki/index.php/Datei:0_Entbindungsanzeige_Bing_Fürther_Tagblatt_29._Juni_1871.jpg,False,
"Datei:0 Ludwigs-Waisen-Anstalt Fürth, Ftgbl 13.12.1839 a.pdf",9aadbaa0a1a2d07e255e1b3e376228cbcec2a6d4,"https://www.fuerthwiki.de/wiki/index.php/Datei:0_Ludwigs-Waisen-Anstalt_Fürth,_Ftgbl_13.12.1839_a.pdf",,
"Datei:0 Matzen backen, Bäckerei Wehr, Harety.jpg",811adee4279f4d697798b2ba24605760a01dbfcd,"https://www.fuerthwiki.de/wiki/index.php/Datei:0_Matzen_backen,_Bäckerei_Wehr,_Harety.jpg",,
